"date","count","lang","page","rank","month","title"
2008-01-30,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-16,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-17,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-14,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-15,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-12,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-13,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-10,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-11,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-18,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-19,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-29,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-28,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-27,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-26,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-25,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-24,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-23,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-22,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-21,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-20,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-05,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-04,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-07,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-06,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-01,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-03,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-02,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-09,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-01-08,0,"de","Lampedusa","-1","200801","Lampedusa"
2008-02-28,0,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-26,121,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-29,66,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-01,63,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-02,51,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-03,69,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-04,117,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-05,128,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-06,75,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-07,79,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-08,73,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-09,41,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-24,117,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-25,127,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-22,151,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-23,87,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-20,70,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-21,80,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-27,146,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-17,68,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-16,69,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-15,35,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-14,70,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-13,67,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-12,84,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-11,87,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-10,86,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-19,77,"de","Lampedusa","-1","200802","Lampedusa"
2008-02-18,91,"de","Lampedusa","-1","200802","Lampedusa"
2008-03-14,70,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-15,70,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-16,172,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-17,114,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-10,73,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-11,102,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-12,92,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-13,78,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-18,133,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-19,81,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-31,99,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-30,88,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-09,115,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-08,72,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-03,0,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-02,117,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-01,0,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-07,61,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-06,87,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-05,113,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-04,0,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-21,65,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-20,49,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-23,73,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-22,73,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-25,84,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-24,110,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-27,93,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-26,91,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-29,111,"de","Lampedusa","-1","200803","Lampedusa"
2008-03-28,105,"de","Lampedusa","-1","200803","Lampedusa"
2008-04-30,55,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-15,88,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-14,98,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-17,84,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-16,134,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-11,98,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-10,88,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-13,71,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-12,48,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-19,71,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-18,63,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-28,92,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-29,66,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-20,79,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-21,76,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-22,80,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-23,85,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-24,82,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-25,56,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-26,41,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-27,60,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-06,79,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-07,83,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-04,75,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-05,64,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-02,62,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-03,107,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-01,86,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-08,72,"de","Lampedusa","-1","200804","Lampedusa"
2008-04-09,78,"de","Lampedusa","-1","200804","Lampedusa"
2008-05-31,174,"de","Lampedusa","-1","200805","Lampedusa"
2008-05-12,65,"de","Lampedusa","-1","200805","Lampedusa"
2008-05-13,53,"de","Lampedusa","-1","200805","Lampedusa"
2008-05-10,67,"de","Lampedusa","-1","200805","Lampedusa"
2008-05-11,66,"de","Lampedusa","-1","200805","Lampedusa"
